task_id,title,description,created_at,due_date,estimated_hours,actual_hours,assigned_user,status,task_type,priority,priority_score,tags,user_workload_hours,days_until_due,is_overdue
TASK-2649,Research refactor for payment/checkout improvement,"This task involves researching an API change related to payment. Expected steps: design, implementation.",2025-09-18 21:15:24,2025-10-14 21:15:24,25.1,34.0,user_25,blocked,maintenance,high,29.34,"research,db,api",42.0,26,1
TASK-2650,Implement doc update for notifications/email flow feature,"This task involves writing a bug related to notifications. Expected steps: analysis, design, implementation, testing.",2025-09-09 05:19:23,2025-10-05 05:19:23,31.1,55.3,user_28,blocked,documentation,high,31.15,"perf,docs",30.7,26,1
TASK-2651,Fix bug in notifications/dashboard module,"This task involves implementing an API change related to notifications. Expected steps: analysis, design, implementation, testing.",2025-09-14 07:10:46,2025-09-21 07:10:46,18.3,21.5,,in_progress,documentation,high,39.06,"research,perf,backend",15.6,7,1
TASK-2652,Update bug documentation for UI/dashboard,"This task involves fixing documentation related to UI. Expected steps: design, implementation.",2025-08-30 13:09:44,2025-09-10 13:09:44,11.4,12.5,user_4,open,maintenance,high,40.12,db,0.7,11,1
TASK-2653,Fix optimization in analytics/user profile module,"This task involves writing performance improvement related to analytics. Expected steps: write tests, refactor, deploy.",2025-08-25 23:38:18,2025-09-13 23:38:18,1.4,1.5,user_22,in_progress,bug,high,40.14,perf,22.6,19,1
TASK-2654,Update bug documentation for reports/email flow,"This task involves researching performance improvement related to reports. Expected steps: write tests, refactor, deploy.",2025-09-14 06:28:41,2025-09-17 06:28:41,25.8,23.1,user_4,in_progress,bug,high,40.07,"security,db,frontend",39.4,3,1
TASK-2655,Fix refactor in analytics/search ranking module,"This task involves implementing a bug related to analytics. Expected steps: design, implementation.",2025-09-20 04:19:19,2025-10-12 04:19:19,7.3,8.0,user_21,open,maintenance,high,23.74,"perf,research",6.6,22,1
TASK-2656,Refactor bug in payment/search ranking,"This task involves writing a new feature related to payment. Expected steps: analysis, design, implementation, testing.",2025-09-05 04:56:17,2025-10-05 04:56:17,10.8,9.8,user_2,done,maintenance,high,29.89,research,7.8,30,1
TASK-2657,Update optimization documentation for payment/reporting,"This task involves updating a bug related to payment. Expected steps: analysis, design, implementation, testing.",2025-09-10 04:01:53,2025-10-04 04:01:53,34.7,36.5,user_4,open,research,high,32.65,"perf,frontend",27.7,24,1
TASK-2658,Implement feature for payment/email flow feature,"This task involves fixing an API change related to payment. Expected steps: design, implementation.",2025-09-12 17:27:04,2025-09-25 17:27:04,29.4,41.0,user_11,done,maintenance,high,38.86,bugfix,6.8,13,1
TASK-2659,Refactor refactor in auth/ETL,"This task involves researching documentation related to auth. Expected steps: investigation, fix, release.",2025-09-09 00:44:05,2025-09-14 00:44:05,34.7,24.2,,open,documentation,high,44.67,"research,docs,backend",0.3,5,1
TASK-2660,Write doc update for profile/endpoint,"This task involves fixing performance improvement related to profile. Expected steps: investigation, fix, release.",2025-09-03 17:46:45,2025-09-12 17:46:45,15.7,21.1,user_23,in_progress,bug,high,38.77,backend,18.3,9,1
TASK-2661,Fix feature in UI/ETL module,"This task involves implementing a bug related to UI. Expected steps: investigation, fix, release.",2025-09-04 15:04:14,2025-09-25 15:04:14,23.7,33.1,user_19,open,feature,high,35.43,"perf,backend,ci",55.7,21,1
TASK-2662,Fix feature in profile/login flow module,"This task involves fixing documentation related to profile. Expected steps: write tests, refactor, deploy.",2025-09-08 14:35:44,2025-10-08 14:35:44,3.2,3.1,user_3,open,maintenance,high,23.16,db,15.2,30,1
TASK-2663,Implement doc update for analytics/reporting feature,"This task involves implementing a new feature related to analytics. Expected steps: write tests, refactor, deploy.",2025-09-05 03:42:01,2025-09-14 03:42:01,5.5,2.0,user_25,blocked,maintenance,high,38.42,"db,frontend,security",23.3,9,1
TASK-2664,Implement refactor for database/email flow feature,"This task involves updating performance improvement related to database. Expected steps: design, implementation.",2025-09-18 21:09:12,2025-10-09 21:09:12,30.7,25.1,user_2,open,feature,high,29.46,"perf,api",54.7,21,1
TASK-2665,Research bug for database/email flow improvement,"This task involves fixing documentation related to database. Expected steps: investigation, fix, release.",2025-09-20 12:08:20,2025-10-18 12:08:20,2.7,3.8,user_28,done,feature,high,22.76,"backend,api,db",1.2,28,1
TASK-2666,Write optimization for database/dashboard,"This task involves fixing performance improvement related to database. Expected steps: investigation, fix, release.",2025-09-18 03:03:35,2025-10-11 03:03:35,35.7,35.5,user_14,blocked,bug,high,29.18,"ci,perf",23.5,23,1
TASK-2667,Research doc update for notifications/schema improvement,"This task involves researching documentation related to notifications. Expected steps: write tests, refactor, deploy.",2025-08-29 02:15:54,2025-09-17 02:15:54,31.8,22.3,user_13,in_progress,feature,high,41.34,"research,frontend",45.5,19,1
TASK-2668,Refactor refactor in auth/reporting,"This task involves writing performance improvement related to auth. Expected steps: investigation, fix, release.",2025-09-15 20:21:01,2025-09-16 20:21:01,33.9,28.8,user_19,in_progress,feature,high,44.89,"db,backend,docs",31.2,1,1
TASK-2669,Research bug for analytics/user profile improvement,"This task involves refactoring performance improvement related to analytics. Expected steps: write tests, refactor, deploy.",2025-09-20 07:26:03,2025-10-05 07:26:03,24.2,30.3,user_25,in_progress,research,high,32.17,"bugfix,db",13.4,15,1
TASK-2670,Research optimization for reports/dashboard improvement,"This task involves fixing a bug related to reports. Expected steps: analysis, design, implementation, testing.",2025-09-21 23:44:28,2025-10-16 23:44:28,10.3,12.0,user_5,in_progress,maintenance,high,21.42,"frontend,db,bugfix",17.2,25,1
TASK-2671,Implement feature for API/endpoint feature,"This task involves fixing a new feature related to API. Expected steps: design, implementation.",2025-09-12 02:27:03,2025-10-12 02:27:03,10.0,9.3,user_1,blocked,bug,high,27.17,"ci,research",42.5,30,1
TASK-2672,Update refactor documentation for auth/search ranking,"This task involves writing a new feature related to auth. Expected steps: design, implementation.",2025-09-03 19:54:15,2025-09-21 19:54:15,35.3,31.4,user_5,in_progress,bug,high,38.74,"docs,perf",42.9,18,1
TASK-2673,Fix doc update in auth/search ranking module,"This task involves writing an API change related to auth. Expected steps: investigation, fix, release.",2025-09-02 05:12:02,2025-09-18 05:12:02,31.4,27.7,user_4,open,research,high,42.44,"frontend,research,bugfix",21.7,16,1
TASK-2674,Write bug for UI/ETL,"This task involves writing a new feature related to UI. Expected steps: write tests, refactor, deploy.",2025-09-05 21:42:33,2025-09-15 21:42:33,38.9,28.1,user_26,open,research,high,46.08,"security,ci",38.3,10,1
TASK-2675,Research bug for analytics/search ranking improvement,"This task involves updating a new feature related to analytics. Expected steps: analysis, design, implementation, testing.",2025-08-31 11:01:14,2025-09-19 11:01:14,38.1,56.6,user_8,done,maintenance,high,40.29,ci,58.1,19,1
TASK-2676,Write optimization for analytics/search ranking,"This task involves implementing an API change related to analytics. Expected steps: design, implementation.",2025-09-09 19:07:41,2025-09-25 19:07:41,23.1,20.9,user_6,done,research,high,36.11,"backend,research,bugfix",48.3,16,1
TASK-2677,Refactor feature in notifications/search ranking,"This task involves refactoring a bug related to notifications. Expected steps: write tests, refactor, deploy.",2025-09-21 01:40:52,2025-10-10 01:40:52,16.3,22.3,user_14,open,feature,high,29.06,"security,ci,frontend",28.3,19,1
TASK-2678,Fix bug in notifications/checkout module,"This task involves implementing an API change related to notifications. Expected steps: write tests, refactor, deploy.",2025-09-02 23:09:55,2025-09-24 23:09:55,4.1,6.0,,open,feature,high,33.97,"frontend,backend,perf",21.7,22,1
TASK-2679,Write optimization for database/checkout,"This task involves writing an API change related to database. Expected steps: write tests, refactor, deploy.",2025-09-12 04:25:03,2025-10-04 04:25:03,34.7,45.1,user_28,done,maintenance,high,34.02,"api,frontend",46.8,22,1
TASK-2680,Write refactor for UI/search ranking,"This task involves researching documentation related to UI. Expected steps: investigation, fix, release.",2025-08-29 17:21:02,2025-08-31 17:21:02,10.0,8.7,user_2,in_progress,documentation,high,44.96,"docs,ci,frontend",34.4,2,1
TASK-2681,Write feature for analytics/user profile,"This task involves implementing an API change related to analytics. Expected steps: design, implementation.",2025-09-05 12:51:10,2025-09-28 12:51:10,26.1,29.3,user_26,open,documentation,high,34.9,"bugfix,docs,ci",24.1,23,1
TASK-2682,Fix doc update in database/ETL module,"This task involves refactoring a bug related to database. Expected steps: write tests, refactor, deploy.",2025-08-24 19:23:02,2025-09-05 19:23:02,2.7,2.7,user_14,in_progress,maintenance,high,42.89,ci,7.7,12,1
TASK-2683,Fix bug in reports/dashboard module,"This task involves fixing an API change related to reports. Expected steps: design, implementation.",2025-09-10 02:09:27,2025-10-04 02:09:27,14.8,10.8,user_23,open,research,high,30.21,research,34.5,24,1
TASK-2684,Implement doc update for profile/reporting feature,"This task involves refactoring a new feature related to profile. Expected steps: analysis, design, implementation, testing.",2025-09-03 21:48:38,2025-09-24 21:48:38,36.4,39.9,,blocked,bug,high,38.93,ci,38.8,21,1
TASK-2685,Fix feature in database/reporting module,"This task involves fixing performance improvement related to database. Expected steps: investigation, fix, release.",2025-09-18 12:19:12,2025-10-03 12:19:12,12.8,8.3,,done,documentation,high,32.63,"security,perf",49.6,15,1
TASK-2686,Refactor optimization in search/dashboard,"This task involves implementing documentation related to search. Expected steps: analysis, design, implementation, testing.",2025-09-09 02:42:07,2025-09-27 02:42:07,10.3,14.0,user_10,in_progress,maintenance,high,34.2,db,42.5,18,1
TASK-2687,Research doc update for profile/dashboard improvement,"This task involves writing a new feature related to profile. Expected steps: investigation, fix, release.",2025-08-30 12:36:20,2025-09-28 12:36:20,14.4,12.4,user_29,in_progress,maintenance,high,31.7,"api,perf",6.6,29,1
TASK-2688,Research refactor for database/endpoint improvement,"This task involves updating a bug related to database. Expected steps: design, implementation.",2025-09-12 00:00:12,2025-10-01 00:00:12,2.8,3.0,user_9,done,bug,high,30.26,research,28.3,19,1
TASK-2689,Research bug for auth/login flow improvement,"This task involves refactoring documentation related to auth. Expected steps: analysis, design, implementation, testing.",2025-09-11 15:22:51,2025-09-25 15:22:51,28.3,30.7,user_16,in_progress,documentation,high,39.05,"db,bugfix",7.6,14,1
TASK-2690,Write bug for reports/dashboard,"This task involves implementing performance improvement related to reports. Expected steps: design, implementation.",2025-08-26 04:33:51,2025-09-20 04:33:51,4.3,4.0,,done,bug,high,37.42,"api,bugfix,perf",14.5,25,1
TASK-2691,Update feature documentation for payment/user profile,"This task involves implementing performance improvement related to payment. Expected steps: investigation, fix, release.",2025-09-20 22:36:22,2025-09-29 22:36:22,20.2,23.8,,in_progress,bug,high,35.43,"backend,security,research",7.6,9,1
TASK-2692,Refactor doc update in API/endpoint,"This task involves refactoring an API change related to API. Expected steps: investigation, fix, release.",2025-09-07 01:11:51,2025-09-17 01:11:51,7.4,6.3,user_21,open,documentation,high,38.06,"db,perf,security",47.8,10,1
TASK-2693,Fix refactor in notifications/endpoint module,"This task involves fixing a new feature related to notifications. Expected steps: design, implementation.",2025-09-06 12:53:10,2025-10-06 12:53:10,7.4,9.3,user_24,blocked,maintenance,high,27.1,docs,8.6,30,1
TASK-2694,Refactor bug in auth/reporting,"This task involves updating a bug related to auth. Expected steps: write tests, refactor, deploy.",2025-09-02 14:48:34,2025-09-17 14:48:34,16.9,10.1,,in_progress,documentation,high,37.11,"perf,docs,api",19.1,15,1
TASK-2695,Update feature documentation for auth/schema,"This task involves updating a new feature related to auth. Expected steps: analysis, design, implementation, testing.",2025-09-05 14:45:54,2025-09-21 14:45:54,24.3,25.2,user_24,open,maintenance,high,38.07,"research,docs",37.3,16,1
TASK-2696,Write optimization for API/reporting,"This task involves refactoring a bug related to API. Expected steps: investigation, fix, release.",2025-09-03 04:22:55,2025-09-10 04:22:55,29.8,47.1,user_28,open,documentation,high,43.83,"security,docs",20.1,7,1
TASK-2697,Implement bug for API/ETL feature,"This task involves implementing a new feature related to API. Expected steps: analysis, design, implementation, testing.",2025-09-21 15:01:48,2025-09-29 15:01:48,11.8,8.3,user_29,blocked,feature,high,29.61,db,18.6,8,1
TASK-2698,Implement optimization for UI/schema feature,"This task involves writing a bug related to UI. Expected steps: investigation, fix, release.",2025-08-30 07:47:57,2025-09-26 07:47:57,18.9,15.1,user_8,open,documentation,high,37.36,"frontend,bugfix",14.9,27,1
TASK-2699,Implement bug for notifications/checkout feature,"This task involves researching a bug related to notifications. Expected steps: investigation, fix, release.",2025-09-22 00:21:30,2025-10-03 00:21:30,21.8,25.2,user_26,in_progress,documentation,high,33.03,"frontend,research,bugfix",9.1,11,1
TASK-2700,Update optimization documentation for database/email flow,"This task involves writing a bug related to database. Expected steps: analysis, design, implementation, testing.",2025-09-11 09:51:14,2025-09-17 09:51:14,15.5,16.3,user_3,open,feature,high,39.15,perf,46.2,6,1
TASK-2701,Fix feature in reports/checkout module,"This task involves updating documentation related to reports. Expected steps: analysis, design, implementation, testing.",2025-09-04 01:51:39,2025-09-28 01:51:39,9.7,10.7,user_20,done,bug,high,33.02,"backend,api",41.5,24,1
TASK-2702,Write bug for notifications/user profile,"This task involves researching performance improvement related to notifications. Expected steps: design, implementation.",2025-08-29 19:24:55,2025-09-15 19:24:55,25.6,29.4,user_9,in_progress,bug,high,43.32,"backend,db",8.0,17,1
TASK-2703,Fix optimization in analytics/email flow module,"This task involves implementing documentation related to analytics. Expected steps: design, implementation.",2025-08-24 21:01:59,2025-09-18 21:01:59,1.0,1.2,user_3,open,documentation,high,33.47,"ci,security",39.6,25,1
TASK-2704,Refactor refactor in notifications/search ranking,"This task involves researching performance improvement related to notifications. Expected steps: analysis, design, implementation, testing.",2025-09-02 18:44:21,2025-09-24 18:44:21,9.4,12.5,,open,research,high,31.59,"frontend,backend,ci",4.7,22,1
TASK-2705,Write bug for search/checkout,"This task involves updating a new feature related to search. Expected steps: design, implementation.",2025-09-08 03:59:37,2025-09-25 03:59:37,21.5,24.1,user_18,in_progress,bug,high,35.21,"backend,db",56.3,17,1
TASK-2706,Refactor optimization in analytics/checkout,"This task involves refactoring performance improvement related to analytics. Expected steps: investigation, fix, release.",2025-08-27 06:09:21,2025-09-23 06:09:21,27.7,25.7,,done,bug,high,41.01,"frontend,db,api",59.6,27,1
TASK-2707,Refactor optimization in analytics/dashboard,"This task involves researching a new feature related to analytics. Expected steps: analysis, design, implementation, testing.",2025-08-24 23:01:48,2025-08-29 23:01:48,28.9,34.7,user_1,in_progress,research,high,48.84,"research,perf,bugfix",37.9,5,1
TASK-2708,Research optimization for API/email flow improvement,"This task involves writing a bug related to API. Expected steps: write tests, refactor, deploy.",2025-09-09 01:43:05,2025-10-03 01:43:05,29.3,46.0,user_18,open,maintenance,high,34.38,"ci,api,backend",38.5,24,1
TASK-2709,Write refactor for database/reporting,"This task involves implementing performance improvement related to database. Expected steps: write tests, refactor, deploy.",2025-09-20 08:23:26,2025-09-29 08:23:26,16.1,15.5,user_2,done,maintenance,high,33.35,"db,perf,api",4.1,9,1
TASK-2710,Refactor bug in notifications/user profile,"This task involves fixing performance improvement related to notifications. Expected steps: investigation, fix, release.",2025-09-04 05:28:49,2025-09-06 05:28:49,14.7,10.4,user_12,blocked,feature,high,46.92,backend,30.2,2,1
TASK-2711,Update refactor documentation for profile/endpoint,"This task involves implementing a bug related to profile. Expected steps: analysis, design, implementation, testing.",2025-08-28 15:21:12,2025-09-14 15:21:12,33.6,44.8,user_11,blocked,feature,high,42.42,"perf,ci",47.7,17,1
TASK-2712,Fix optimization in API/checkout module,"This task involves researching an API change related to API. Expected steps: write tests, refactor, deploy.",2025-08-27 20:19:06,2025-09-22 20:19:06,7.3,7.0,user_12,open,maintenance,high,35.33,backend,8.6,26,1
TASK-2713,Update doc update documentation for auth/dashboard,"This task involves writing documentation related to auth. Expected steps: investigation, fix, release.",2025-08-25 07:29:07,2025-08-27 07:29:07,39.9,13.9,user_2,in_progress,bug,high,55.31,"security,docs,perf",24.1,2,1
TASK-2714,Research refactor for API/ETL improvement,"This task involves researching a new feature related to API. Expected steps: investigation, fix, release.",2025-09-04 22:10:19,2025-09-17 22:10:19,9.4,11.8,user_26,blocked,feature,high,37.51,"frontend,ci,security",34.8,13,1
TASK-2715,Write feature for API/email flow,"This task involves refactoring documentation related to API. Expected steps: design, implementation.",2025-09-23 04:13:36,2025-10-09 04:13:36,28.0,23.5,user_4,in_progress,research,high,30.93,"db,api,research",24.8,16,1
TASK-2716,Research refactor for UI/ETL improvement,"This task involves researching a new feature related to UI. Expected steps: investigation, fix, release.",2025-08-27 14:12:22,2025-09-16 14:12:22,32.1,31.2,user_11,open,documentation,high,43.58,frontend,10.0,20,1
TASK-2717,Implement feature for auth/dashboard feature,"This task involves writing a bug related to auth. Expected steps: investigation, fix, release.",2025-09-05 01:34:53,2025-09-20 01:34:53,18.6,20.5,user_4,open,bug,high,39.02,"ci,frontend,research",6.1,15,1
TASK-2718,Refactor bug in UI/ETL,"This task involves writing a bug related to UI. Expected steps: write tests, refactor, deploy.",2025-09-05 16:12:04,2025-09-07 16:12:04,28.7,30.3,user_28,open,research,high,44.38,"security,research,ci",29.2,2,1
TASK-2719,Refactor refactor in auth/reporting,"This task involves researching a new feature related to auth. Expected steps: write tests, refactor, deploy.",2025-08-27 02:03:13,2025-09-01 02:03:13,19.5,23.7,user_27,in_progress,documentation,high,46.91,frontend,8.7,5,1
TASK-2720,Write doc update for analytics/dashboard,"This task involves refactoring an API change related to analytics. Expected steps: write tests, refactor, deploy.",2025-08-30 08:10:13,2025-09-02 08:10:13,10.5,9.1,user_15,open,documentation,high,43.31,backend,54.8,3,1
TASK-2721,Fix optimization in UI/search ranking module,"This task involves updating an API change related to UI. Expected steps: analysis, design, implementation, testing.",2025-09-21 04:49:47,2025-10-17 04:49:47,5.7,6.6,user_22,in_progress,bug,high,21.56,research,27.3,26,1
TASK-2722,Fix bug in analytics/reporting module,"This task involves fixing an API change related to analytics. Expected steps: design, implementation.",2025-09-15 14:35:11,2025-10-13 14:35:11,38.0,35.0,,in_progress,feature,high,32.04,"perf,db,docs",17.4,28,1
TASK-2723,Fix bug in API/schema module,"This task involves writing a bug related to API. Expected steps: design, implementation.",2025-09-16 06:24:45,2025-10-03 06:24:45,5.0,6.1,,done,research,high,29.67,"frontend,api",55.3,17,1
TASK-2724,Update doc update documentation for API/dashboard,"This task involves updating a bug related to API. Expected steps: write tests, refactor, deploy.",2025-09-19 19:33:24,2025-10-11 19:33:24,1.1,1.3,user_2,in_progress,maintenance,high,21.23,"research,frontend,db",27.2,22,1
TASK-2725,Write refactor for analytics/user profile,"This task involves implementing a bug related to analytics. Expected steps: analysis, design, implementation, testing.",2025-08-30 12:52:43,2025-09-08 12:52:43,32.6,23.5,user_30,open,documentation,high,46.89,perf,19.7,9,1
TASK-2726,Research bug for reports/schema improvement,"This task involves researching documentation related to reports. Expected steps: analysis, design, implementation, testing.",2025-08-31 06:33:21,2025-09-28 06:33:21,39.7,52.6,user_9,in_progress,research,high,39.01,"perf,frontend,docs",14.8,28,1
TASK-2727,Fix refactor in API/search ranking module,"This task involves writing a bug related to API. Expected steps: design, implementation.",2025-09-18 01:45:29,2025-10-01 01:45:29,38.6,32.4,user_27,open,feature,high,35.06,"api,docs",56.4,13,1
TASK-2728,Update doc update documentation for analytics/login flow,"This task involves researching performance improvement related to analytics. Expected steps: design, implementation.",2025-08-27 05:25:53,2025-09-23 05:25:53,2.4,3.0,user_18,in_progress,documentation,high,32.46,bugfix,19.3,27,1
TASK-2729,Research doc update for auth/search ranking improvement,"This task involves fixing a bug related to auth. Expected steps: investigation, fix, release.",2025-09-06 19:45:08,2025-09-23 19:45:08,16.6,18.4,user_29,in_progress,research,high,37.4,"research,security,ci",31.0,17,1
TASK-2730,Research optimization for auth/endpoint improvement,"This task involves fixing a bug related to auth. Expected steps: analysis, design, implementation, testing.",2025-09-21 05:44:30,2025-10-06 05:44:30,32.1,49.8,user_3,in_progress,feature,high,33.69,"ci,research",35.7,15,1
TASK-2731,Implement refactor for auth/user profile feature,"This task involves fixing a bug related to auth. Expected steps: analysis, design, implementation, testing.",2025-09-06 20:51:33,2025-09-25 20:51:33,28.4,26.5,user_2,done,documentation,high,37.76,backend,16.1,19,1
TASK-2732,Write doc update for payment/email flow,"This task involves refactoring performance improvement related to payment. Expected steps: write tests, refactor, deploy.",2025-09-01 23:28:30,2025-09-09 23:28:30,10.1,9.0,user_10,in_progress,maintenance,high,43.94,"api,bugfix",13.7,8,1
TASK-2733,Fix feature in profile/login flow module,"This task involves updating a new feature related to profile. Expected steps: investigation, fix, release.",2025-08-31 21:54:20,2025-09-01 21:54:20,35.2,35.0,user_10,in_progress,research,high,50.96,"db,api",12.9,1,1
TASK-2734,Research optimization for payment/reporting improvement,"This task involves updating performance improvement related to payment. Expected steps: design, implementation.",2025-08-27 17:04:43,2025-09-11 17:04:43,9.4,8.5,user_10,blocked,feature,high,39.25,"bugfix,docs",47.6,15,1
TASK-2735,Refactor optimization in notifications/ETL,"This task involves writing a new feature related to notifications. Expected steps: design, implementation.",2025-09-19 13:42:44,2025-10-11 13:42:44,32.7,40.5,user_22,open,bug,high,33.0,research,34.6,22,1
TASK-2736,Fix optimization in profile/reporting module,"This task involves researching a bug related to profile. Expected steps: write tests, refactor, deploy.",2025-08-24 18:35:21,2025-09-05 18:35:21,22.8,11.7,user_28,open,documentation,high,45.87,backend,52.9,12,1
TASK-2737,Fix doc update in search/dashboard module,"This task involves fixing performance improvement related to search. Expected steps: design, implementation.",2025-09-21 15:10:50,2025-10-03 15:10:50,30.3,20.7,user_13,open,research,high,33.74,"perf,frontend,backend",56.3,12,1
TASK-2738,Update optimization documentation for notifications/email flow,"This task involves fixing a new feature related to notifications. Expected steps: design, implementation.",2025-09-01 02:45:15,2025-09-06 02:45:15,19.5,13.3,user_4,in_progress,maintenance,high,44.89,"ci,bugfix,api",19.3,5,1
TASK-2739,Refactor bug in auth/email flow,"This task involves refactoring a new feature related to auth. Expected steps: write tests, refactor, deploy.",2025-09-23 03:30:14,2025-09-24 03:30:14,2.9,3.7,user_26,blocked,bug,high,31.0,"db,backend",24.9,1,1
TASK-2740,Refactor refactor in profile/endpoint,"This task involves writing documentation related to profile. Expected steps: analysis, design, implementation, testing.",2025-08-28 18:40:27,2025-08-31 18:40:27,34.4,52.1,user_22,in_progress,research,high,49.08,security,51.2,3,1
TASK-2741,Update refactor documentation for search/reporting,"This task involves fixing an API change related to search. Expected steps: write tests, refactor, deploy.",2025-09-07 22:34:43,2025-09-14 22:34:43,27.3,26.4,user_2,open,documentation,high,42.61,"perf,docs",37.7,7,1
TASK-2742,Research optimization for notifications/email flow improvement,"This task involves fixing an API change related to notifications. Expected steps: design, implementation.",2025-08-28 09:24:28,2025-08-31 09:24:28,31.1,29.5,user_5,done,bug,high,50.27,security,43.6,3,1
TASK-2743,Research optimization for database/checkout improvement,"This task involves researching a bug related to database. Expected steps: design, implementation.",2025-09-18 10:51:57,2025-09-23 10:51:57,8.4,8.6,user_4,in_progress,maintenance,high,35.22,"security,docs",19.0,5,1
TASK-2744,Update bug documentation for reports/reporting,"This task involves researching performance improvement related to reports. Expected steps: write tests, refactor, deploy.",2025-09-01 19:35:10,2025-09-28 19:35:10,10.5,14.2,user_19,in_progress,research,high,33.27,"bugfix,api,ci",47.3,27,1
TASK-2745,Refactor optimization in UI/search ranking,"This task involves fixing a new feature related to UI. Expected steps: write tests, refactor, deploy.",2025-09-20 05:46:23,2025-09-28 05:46:23,19.0,13.7,user_28,in_progress,documentation,high,36.03,bugfix,18.8,8,1
TASK-2746,Refactor doc update in search/schema,"This task involves writing an API change related to search. Expected steps: investigation, fix, release.",2025-09-16 09:39:15,2025-09-24 09:39:15,32.3,34.6,user_14,blocked,research,high,38.64,backend,4.5,8,1
TASK-2747,Implement optimization for API/login flow feature,"This task involves writing a bug related to API. Expected steps: analysis, design, implementation, testing.",2025-09-03 05:06:32,2025-09-19 05:06:32,19.7,25.5,user_11,in_progress,research,high,39.81,"frontend,db,bugfix",46.8,16,1
TASK-2748,Refactor bug in profile/reporting,"This task involves implementing documentation related to profile. Expected steps: analysis, design, implementation, testing.",2025-09-14 05:47:46,2025-09-15 05:47:46,28.8,33.1,user_13,done,maintenance,high,41.1,"bugfix,db",23.7,1,1
TASK-2749,Fix feature in API/dashboard module,"This task involves writing an API change related to API. Expected steps: investigation, fix, release.",2025-08-26 18:32:19,2025-09-21 18:32:19,1.3,1.4,user_12,in_progress,research,high,34.1,"perf,docs",43.3,26,1
TASK-2750,Refactor doc update in API/reporting,"This task involves researching an API change related to API. Expected steps: investigation, fix, release.",2025-09-16 12:11:19,2025-09-19 12:11:19,23.0,29.9,user_5,open,maintenance,high,38.45,backend,3.9,3,1
TASK-2751,Update optimization documentation for API/search ranking,"This task involves fixing a new feature related to API. Expected steps: write tests, refactor, deploy.",2025-08-29 01:13:41,2025-09-10 01:13:41,16.3,3.1,user_28,in_progress,bug,high,41.06,"research,bugfix,docs",12.5,12,1
TASK-2752,Fix doc update in analytics/login flow module,"This task involves researching a new feature related to analytics. Expected steps: analysis, design, implementation, testing.",2025-09-15 21:24:37,2025-10-02 21:24:37,28.3,34.1,user_6,in_progress,research,high,31.86,"docs,bugfix",48.0,17,1
TASK-2753,Fix refactor in profile/ETL module,"This task involves implementing a bug related to profile. Expected steps: design, implementation.",2025-09-12 16:46:28,2025-09-20 16:46:28,28.9,23.2,,blocked,documentation,high,40.0,bugfix,0.2,8,1
TASK-2754,Implement refactor for auth/checkout feature,"This task involves researching a bug related to auth. Expected steps: investigation, fix, release.",2025-08-28 17:31:50,2025-09-13 17:31:50,10.9,4.9,user_14,in_progress,feature,high,39.63,"db,docs,ci",19.6,16,1
TASK-2755,Implement doc update for reports/email flow feature,"This task involves writing a bug related to reports. Expected steps: analysis, design, implementation, testing.",2025-08-25 03:33:29,2025-09-06 03:33:29,35.5,40.9,user_4,in_progress,research,high,49.94,"bugfix,ci,db",52.6,12,1
TASK-2756,Implement feature for auth/login flow feature,"This task involves researching a bug related to auth. Expected steps: write tests, refactor, deploy.",2025-08-28 15:18:30,2025-09-05 15:18:30,13.6,19.2,user_21,in_progress,bug,high,45.25,research,41.0,8,1
TASK-2757,Update optimization documentation for database/endpoint,"This task involves writing a new feature related to database. Expected steps: analysis, design, implementation, testing.",2025-09-23 00:24:26,2025-10-18 00:24:26,23.4,22.4,user_18,open,research,high,23.24,"db,docs",7.4,25,1
TASK-2758,Research refactor for reports/search ranking improvement,"This task involves researching documentation related to reports. Expected steps: analysis, design, implementation, testing.",2025-09-01 01:27:09,2025-09-29 01:27:09,1.1,1.4,user_30,open,bug,high,29.67,"db,research",34.8,28,1
TASK-2759,Fix doc update in auth/ETL module,"This task involves writing documentation related to auth. Expected steps: analysis, design, implementation, testing.",2025-08-27 14:15:40,2025-09-20 14:15:40,26.6,39.5,user_10,open,maintenance,high,41.47,security,0.2,24,1
TASK-2760,Implement bug for database/checkout feature,"This task involves writing a bug related to database. Expected steps: investigation, fix, release.",2025-09-18 03:24:40,2025-10-09 03:24:40,24.8,34.6,user_20,in_progress,maintenance,high,27.95,"docs,backend,api",50.2,21,1
TASK-2761,Update feature documentation for notifications/email flow,"This task involves updating a new feature related to notifications. Expected steps: design, implementation.",2025-08-28 14:14:31,2025-09-23 14:14:31,39.2,58.5,,open,research,high,39.31,"perf,research",14.1,26,1
TASK-2762,Write optimization for auth/schema,"This task involves researching a new feature related to auth. Expected steps: investigation, fix, release.",2025-09-15 23:35:48,2025-10-07 23:35:48,8.7,10.6,user_25,open,bug,high,29.31,api,19.2,22,1
TASK-2763,Update optimization documentation for search/dashboard,"This task involves researching an API change related to search. Expected steps: design, implementation.",2025-09-05 15:42:39,2025-09-13 15:42:39,4.2,4.3,user_18,in_progress,feature,high,35.94,"security,ci",0.4,8,1
